state,party,finance.better,child.indep,child.curio,child.obed,child.consid,women.favors,women.comp,women.hire,year,Religion,President
8,3,1,5,5,5,1,3,2,1,2008,Catholic,NA
8,3,4,5,3,1,5,2,2,1,2008,Catholic,Barack Obama
8,3,4,NA,NA,NA,NA,NA,NA,NA,2008,NA,NA
8,2,4,5,5,1,5,2,4,4,2008,Protestant,John McCain
8,3,3,1,5,5,1,5,5,4,2008,Protestant,John McCain
8,3,2,3,3,3,3,3,2,3,2008,NA,Other
8,2,2,5,1,1,1,2,3,4,2008,Catholic,John McCain
8,2,4,5,5,5,5,1,3,2,2008,Protestant,John McCain
8,3,2,1,5,1,1,5,5,2,2008,Catholic,John McCain
8,3,5,5,1,1,1,5,4,2,2008,NA,NA
8,2,4,5,1,1,1,2,2,3,2008,NA,John McCain
8,3,2,1,1,5,5,3,4,2,2008,NA,Barack Obama
8,2,4,5,5,1,5,2,5,1,2008,Protestant,John McCain
8,1,2,5,1,5,1,4,4,3,2008,Protestant,Barack Obama
8,2,4,5,5,5,5,4,2,2,2008,Protestant,Other
8,1,5,5,5,1,1,5,5,1,2008,Protestant,Barack Obama
8,3,3,1,5,1,5,1,2,1,2008,Protestant,NA
8,2,4,5,5,1,5,1,1,5,2008,Catholic,John McCain
8,1,5,5,5,1,1,5,3,1,2008,Protestant,Barack Obama
8,2,2,1,5,1,5,2,3,2,2008,Protestant,John McCain
8,1,4,5,5,1,5,4,5,3,2008,Protestant,Barack Obama
8,3,3,5,5,1,5,3,1,3,2008,Protestant,NA
8,1,4,5,5,1,1,3,2,1,2008,Catholic,Barack Obama
8,3,4,5,1,1,1,3,4,1,2008,NA,Barack Obama
8,3,4,3,5,5,1,2,4,4,2008,Protestant,NA
8,5,3,5,5,5,5,4,3,4,2008,Protestant,Barack Obama
8,1,2,1,5,5,1,3,5,2,2008,NA,Barack Obama
8,3,2,5,1,5,1,3,2,3,2008,Catholic,NA
8,1,1,NA,NA,NA,NA,NA,NA,NA,2008,Catholic,NA
8,2,2,1,1,5,1,5,5,2,2008,Catholic,John McCain
8,1,4,5,1,1,1,5,3,2,2008,Protestant,Barack Obama
8,3,5,5,5,5,1,2,2,4,2008,Catholic,Barack Obama
8,1,2,5,5,1,1,5,4,2,2008,Protestant,Barack Obama
8,1,4,5,5,1,5,5,5,2,2008,NA,Barack Obama
9,1,1,5,5,5,5,3,3,4,2008,Protestant,John McCain
9,1,5,NA,NA,NA,NA,NA,NA,NA,2008,Catholic,NA
9,3,1,3,3,3,3,4,4,2,2008,Jewish,John McCain
9,3,2,5,1,1,1,3,4,3,2008,NA,Barack Obama
9,1,4,5,5,1,1,5,4,2,2008,Jewish,Barack Obama
9,NA,2,3,5,1,1,5,3,2,2008,Catholic,NA
9,2,2,5,1,1,5,4,4,2,2008,NA,NA
9,1,NA,5,5,NA,5,3,3,3,2008,Catholic,Barack Obama
9,3,2,5,5,1,5,3,3,2,2008,NA,NA
9,1,3,5,5,3,5,1,2,1,2008,Catholic,Barack Obama
9,1,5,3,3,3,1,5,5,2,2008,NA,Barack Obama
9,3,2,5,5,1,1,5,2,1,2008,NA,Barack Obama
9,3,2,1,5,1,1,4,2,5,2008,NA,Barack Obama
9,3,2,5,5,1,5,5,4,1,2008,Protestant,Barack Obama
9,3,3,NA,NA,NA,NA,NA,NA,NA,2008,Protestant,NA
9,3,2,1,5,5,5,2,4,1,2008,Protestant,Barack Obama
9,1,4,5,1,1,1,3,5,2,2008,Protestant,Barack Obama
9,1,2,NA,NA,NA,NA,NA,NA,NA,2008,Protestant,NA
9,1,5,NA,NA,NA,NA,NA,NA,NA,2008,NA,NA
9,1,4,5,5,1,5,3,5,2,2008,Protestant,Barack Obama
9,1,3,5,3,3,3,2,4,5,2008,Protestant,Barack Obama
9,1,3,3,3,3,3,1,2,1,2008,Catholic,Barack Obama
9,1,4,5,5,1,1,4,4,1,2008,Protestant,NA
9,1,1,NA,NA,NA,NA,NA,NA,NA,2008,Protestant,NA
9,3,4,5,5,1,5,4,3,2,2008,Protestant,Barack Obama
9,1,3,3,3,1,3,3,2,2,2008,Protestant,Barack Obama
9,3,1,5,5,1,1,1,3,1,2008,Protestant,Barack Obama
9,5,2,5,5,1,5,5,2,1,2008,Protestant,NA
9,3,2,5,5,5,5,2,1,5,2008,NA,NA
9,3,1,3,5,1,5,4,2,1,2008,Protestant,Barack Obama
11,1,2,5,5,1,5,5,4,1,2008,Protestant,Barack Obama
11,1,2,5,5,3,3,2,5,2,2008,NA,NA
11,1,2,5,5,1,5,2,2,2,2008,Protestant,Barack Obama
11,3,4,3,3,3,3,4,4,4,2008,Catholic,NA
11,3,3,1,5,5,1,2,3,1,2008,Protestant,NA
11,1,5,NA,NA,NA,NA,NA,NA,NA,2008,Protestant,NA
11,1,5,5,5,1,1,5,5,1,2008,Protestant,Barack Obama
11,1,1,1,5,1,5,4,2,4,2008,Catholic,Barack Obama
11,1,4,3,3,3,3,2,2,3,2008,Protestant,Barack Obama
11,3,3,1,7,5,1,4,2,3,2008,Protestant,Barack Obama
11,3,1,5,5,1,5,3,3,1,2008,NA,NA
11,1,3,5,5,1,1,2,2,1,2008,Protestant,Barack Obama
11,1,4,3,5,5,3,2,1,2,2008,Catholic,Barack Obama
11,1,4,5,5,1,5,5,5,2,2008,Protestant,Barack Obama
10,3,5,5,5,1,5,5,5,1,2008,Protestant,Barack Obama
10,1,2,5,5,5,5,1,3,2,2008,Protestant,Other
10,1,2,5,5,5,1,5,5,1,2008,Protestant,NA
10,1,1,5,5,1,5,2,5,4,2008,NA,NA
10,3,4,5,5,1,5,4,1,2,2008,Protestant,NA
10,5,5,5,5,1,5,2,1,1,2008,Protestant,NA
10,1,5,5,5,1,5,2,2,4,2008,Protestant,NA
10,3,1,3,5,1,5,4,5,1,2008,Protestant,NA
10,1,3,5,5,1,1,3,3,3,2008,Protestant,NA
10,1,4,1,5,1,1,4,5,1,2008,Protestant,Barack Obama
10,1,5,5,5,1,1,3,3,1,2008,Protestant,Barack Obama
10,1,2,5,5,5,5,1,1,5,2008,Protestant,Barack Obama
10,1,4,NA,NA,NA,NA,NA,NA,NA,2008,Protestant,NA
10,1,1,3,5,1,3,5,3,4,2008,Protestant,Barack Obama
10,2,2,5,5,1,1,1,1,1,2008,Protestant,NA
10,5,3,3,3,3,5,2,2,2,2008,Catholic,Barack Obama
10,1,5,5,5,1,5,3,4,1,2008,Protestant,Barack Obama
10,3,4,5,5,1,5,5,3,1,2008,Protestant,Barack Obama
10,1,2,5,5,1,5,2,1,1,2008,NA,NA
10,1,4,5,1,5,5,3,5,1,2008,Protestant,Barack Obama
12,1,5,5,5,5,1,2,2,1,2008,Catholic,Barack Obama
12,2,5,5,5,5,1,4,3,2,2008,Jewish,Barack Obama
12,1,2,5,5,5,1,5,5,2,2008,Catholic,Barack Obama
12,5,5,5,5,3,5,5,2,4,2008,Protestant,John McCain
12,3,1,5,3,1,1,4,5,2,2008,Protestant,John McCain
12,3,2,5,5,1,1,5,1,2,2008,Protestant,Barack Obama
12,3,5,5,5,1,1,3,2,2,2008,Protestant,Barack Obama
12,1,5,5,5,1,5,5,2,1,2008,Protestant,Barack Obama
12,1,5,5,5,NA,5,2,2,2,2008,NA,NA
12,3,3,5,5,5,5,4,3,2,2008,Protestant,Barack Obama
12,1,5,5,5,1,5,4,2,1,2008,Catholic,Barack Obama
12,3,4,5,5,NA,3,5,3,4,2008,NA,Barack Obama
12,2,4,NA,NA,NA,NA,NA,NA,NA,2008,Protestant,NA
12,1,1,5,5,1,5,2,5,1,2008,Protestant,Barack Obama
12,1,4,3,5,5,1,4,5,5,2008,Protestant,Barack Obama
12,3,4,3,3,3,3,5,5,5,2008,Protestant,Barack Obama
12,2,5,5,3,1,3,3,2,3,2008,Protestant,John McCain
12,3,4,5,5,1,5,3,5,2,2008,NA,NA
12,3,2,5,3,3,3,2,3,1,2008,Protestant,John McCain
12,3,3,5,5,1,1,4,4,5,2008,Protestant,Barack Obama
12,1,4,5,5,1,1,2,2,2,2008,NA,Barack Obama
12,1,1,5,5,1,5,5,4,1,2008,Protestant,NA
12,3,4,5,5,1,5,2,4,1,2008,Protestant,NA
12,2,4,5,5,1,1,2,3,1,2008,Catholic,John McCain
12,2,5,5,5,1,1,2,3,4,2008,Protestant,NA
12,2,4,5,5,1,1,5,5,5,2008,Protestant,John McCain
12,2,5,5,5,1,1,2,3,2,2008,Protestant,John McCain
12,2,5,NA,NA,NA,NA,NA,NA,NA,2008,Protestant,NA
12,1,4,5,5,1,3,2,2,3,2008,Catholic,John McCain
12,3,3,5,5,1,5,4,3,4,2008,NA,NA
12,3,5,5,5,5,1,5,5,1,2008,Protestant,Barack Obama
12,3,1,5,5,1,1,3,3,3,2008,Protestant,NA
12,2,1,5,5,1,3,5,5,5,2008,Protestant,John McCain
12,5,2,5,1,1,1,3,3,2,2008,NA,NA
12,3,5,5,5,1,5,4,4,1,2008,NA,NA
12,2,4,5,5,1,1,3,5,2,2008,Protestant,John McCain
12,3,5,5,5,1,1,4,3,1,2008,Protestant,John McCain
12,1,4,5,5,1,1,3,1,2,2008,Catholic,John McCain
12,1,3,5,5,1,3,2,4,1,2008,Protestant,Barack Obama
12,2,2,5,5,1,5,3,4,2,2008,Protestant,John McCain
12,2,2,5,5,5,1,5,3,2,2008,Protestant,NA
12,5,5,1,5,1,1,2,1,3,2008,Protestant,NA
12,1,4,5,5,1,5,5,1,5,2008,Protestant,Barack Obama
12,3,2,5,1,5,1,3,1,1,2008,Protestant,Barack Obama
12,2,5,5,5,5,1,5,5,2,2008,Catholic,John McCain
12,2,3,3,3,3,3,1,2,3,2008,Protestant,NA
12,5,2,5,5,1,1,3,3,1,2008,Protestant,Barack Obama
12,3,4,5,5,5,5,2,1,1,2008,Protestant,NA
12,3,4,5,5,1,5,2,4,4,2008,NA,NA
12,2,1,5,5,1,1,2,3,2,2008,Protestant,John McCain
12,2,2,3,3,3,3,3,2,3,2008,Protestant,John McCain
12,1,3,3,3,3,3,5,5,2,2008,Protestant,Barack Obama
12,2,1,NA,NA,NA,NA,NA,NA,NA,2008,Protestant,NA
12,1,4,5,5,5,1,3,3,4,2008,Protestant,NA
12,3,5,5,5,1,5,2,2,3,2008,Protestant,NA
12,2,4,5,1,5,1,4,3,4,2008,Catholic,John McCain
12,3,5,5,5,5,5,5,4,1,2008,Protestant,Barack Obama
12,2,3,5,5,1,1,2,4,2,2008,Protestant,John McCain
12,3,4,1,5,5,5,3,3,4,2008,Protestant,Barack Obama
12,1,5,5,3,5,1,NA,5,1,2008,Protestant,Barack Obama
12,2,2,5,5,1,5,3,2,3,2008,NA,NA
12,1,1,5,1,5,1,3,4,3,2008,Catholic,Barack Obama
12,1,1,5,5,5,1,5,5,2,2008,Protestant,Barack Obama
12,3,2,5,5,1,5,3,4,2,2008,Protestant,John McCain
12,1,2,5,5,5,5,3,2,2,2008,NA,NA
12,1,5,5,5,1,1,1,1,2,2008,Catholic,NA
12,3,2,5,5,1,3,2,5,2,2008,Protestant,John McCain
12,5,4,5,5,1,5,3,4,3,2008,Protestant,Barack Obama
12,1,4,5,5,3,3,5,5,4,2008,Protestant,Barack Obama
12,1,5,5,5,1,5,5,1,1,2008,Protestant,Barack Obama
12,1,4,5,5,1,1,5,3,4,2008,Protestant,Barack Obama
12,1,4,5,1,1,5,2,3,2,2008,Catholic,Barack Obama
12,2,3,1,1,1,1,4,2,2,2008,NA,John McCain
12,3,5,5,5,1,5,4,5,2,2008,Protestant,NA
12,1,5,1,1,5,1,5,2,2,2008,Jewish,Barack Obama
12,2,2,5,5,1,5,3,2,2,2008,Protestant,NA
12,1,5,5,5,1,5,4,2,4,2008,Protestant,NA
12,1,5,5,5,1,5,3,3,3,2008,Protestant,NA
12,1,3,3,3,3,3,5,5,1,2008,Protestant,NA
12,3,4,NA,NA,NA,NA,NA,NA,NA,2008,NA,NA
12,3,4,5,5,1,3,2,2,1,2008,Protestant,NA
12,2,5,5,5,5,1,4,4,2,2008,Catholic,John McCain
12,3,3,5,5,5,1,3,4,2,2008,NA,Barack Obama
12,1,5,1,5,5,1,3,3,4,2008,Catholic,Barack Obama
12,3,5,5,3,3,3,2,3,1,2008,Protestant,Barack Obama
12,3,3,5,5,1,1,2,1,4,2008,Protestant,Barack Obama
12,1,5,NA,NA,NA,NA,NA,NA,NA,2008,Catholic,NA
12,2,2,5,5,1,1,5,4,5,2008,Protestant,John McCain
12,1,4,5,5,5,5,5,4,1,2008,Catholic,Barack Obama
12,2,4,5,5,1,5,5,1,2,2008,Protestant,John McCain
12,3,5,1,5,5,5,3,4,2,2008,NA,John McCain
12,3,4,5,1,5,1,5,4,2,2008,NA,Barack Obama
12,2,5,5,5,1,1,4,4,2,2008,Catholic,NA
12,3,4,1,5,5,1,4,2,2,2008,Catholic,Barack Obama
12,3,2,5,1,5,1,4,4,2,2008,NA,Barack Obama
12,2,3,NA,NA,NA,NA,NA,NA,NA,2008,Catholic,NA
12,1,5,5,5,1,5,2,3,1,2008,Protestant,John McCain
12,2,3,NA,NA,NA,NA,NA,NA,NA,2008,Catholic,NA
12,2,2,5,1,5,1,3,2,2,2008,Protestant,John McCain
12,2,5,5,5,1,5,5,1,1,2008,Catholic,John McCain
12,1,4,5,5,5,5,3,1,1,2008,Catholic,Barack Obama
12,2,3,5,1,1,5,5,1,1,2008,Catholic,John McCain
12,NA,5,1,1,1,1,3,3,2,2008,Protestant,Barack Obama
12,2,2,5,5,1,5,4,4,4,2008,Catholic,John McCain
12,5,3,NA,NA,NA,NA,NA,NA,NA,2008,Protestant,NA
12,NA,2,NA,NA,NA,NA,NA,NA,NA,2008,Protestant,NA
12,2,4,NA,NA,NA,NA,NA,NA,NA,2008,Protestant,NA
12,NA,5,3,3,3,3,4,4,4,2008,Catholic,John McCain
12,1,5,5,5,1,5,5,4,1,2008,Catholic,Barack Obama
12,3,4,5,3,1,5,4,4,2,2008,Other Religion,NA
12,2,3,5,5,1,5,2,1,2,2008,Catholic,NA
12,1,5,5,5,1,5,5,5,1,2008,Catholic,Barack Obama
12,2,5,5,5,1,3,3,3,2,2008,Protestant,John McCain
12,2,3,NA,NA,NA,NA,NA,NA,NA,2008,Catholic,NA
12,1,5,5,5,5,1,4,2,2,2008,Jewish,Barack Obama
12,3,5,1,5,5,1,5,5,1,2008,Catholic,Barack Obama
12,3,4,1,1,1,1,3,3,4,2008,NA,NA
12,2,2,5,5,1,1,3,4,2,2008,Protestant,John McCain
12,3,5,5,5,1,5,2,2,3,2008,NA,John McCain
12,2,3,5,5,1,5,2,1,3,2008,Protestant,John McCain
12,3,3,NA,NA,NA,NA,NA,NA,NA,2008,Catholic,NA
12,2,5,5,5,1,1,2,1,2,2008,Catholic,John McCain
12,1,3,5,5,5,5,4,4,4,2008,NA,Barack Obama
12,1,5,5,5,1,1,2,2,2,2008,Protestant,Barack Obama
12,2,5,5,5,1,5,3,4,5,2008,NA,John McCain
12,2,3,5,5,1,5,2,2,5,2008,Catholic,John McCain
12,5,4,1,5,5,1,5,4,2,2008,NA,Barack Obama
12,3,1,5,5,5,1,3,3,2,2008,NA,John McCain
12,3,5,5,5,1,5,2,3,4,2008,Protestant,NA
12,1,5,5,5,1,5,3,4,1,2008,Catholic,Barack Obama
12,2,4,5,5,5,1,3,5,1,2008,NA,John McCain
12,2,2,5,5,1,1,1,3,2,2008,Protestant,John McCain
12,3,1,NA,NA,NA,NA,NA,NA,NA,2008,Protestant,NA
12,2,3,5,5,1,5,2,3,1,2008,Protestant,John McCain
12,3,2,1,5,1,1,3,3,3,2008,Protestant,NA
12,3,4,5,1,1,1,4,3,2,2008,NA,John McCain
12,2,4,5,5,5,1,3,4,4,2008,Catholic,Barack Obama
12,1,5,NA,5,3,3,5,4,3,2008,Protestant,Barack Obama
12,3,5,5,5,1,1,3,3,1,2008,Protestant,Barack Obama
12,3,5,5,5,1,5,3,4,1,2008,NA,Barack Obama
12,NA,3,5,5,1,1,2,4,1,2008,Protestant,NA
12,1,4,3,3,5,1,5,4,2,2008,Catholic,Barack Obama
12,3,4,5,5,5,1,2,2,2,2008,NA,NA
12,1,3,5,5,1,5,2,3,2,2008,Catholic,Barack Obama
12,3,2,5,5,1,1,3,3,2,2008,Protestant,Other
12,1,5,5,5,1,5,4,2,2,2008,Protestant,Barack Obama
12,3,4,5,5,1,1,2,5,1,2008,Protestant,Barack Obama
12,3,4,1,5,5,5,4,4,4,2008,Protestant,Barack Obama
12,3,3,NA,NA,NA,NA,NA,NA,NA,2008,NA,NA
12,3,4,5,5,1,1,2,4,3,2008,Catholic,John McCain
12,2,4,5,5,1,5,3,4,1,2008,Protestant,Barack Obama
12,3,4,5,5,5,5,3,2,3,2008,Protestant,John McCain
12,2,5,3,5,5,1,5,4,5,2008,Catholic,John McCain
12,2,4,5,5,5,1,1,4,5,2008,Catholic,John McCain
12,2,4,5,5,1,1,5,5,1,2008,Catholic,John McCain
12,3,2,5,5,1,1,5,5,2,2008,Protestant,John McCain
12,3,5,5,5,1,5,3,2,2,2008,Catholic,John McCain
12,4,2,5,5,1,5,4,5,2,2008,Protestant,NA
12,1,5,5,5,1,1,5,4,1,2008,Protestant,Barack Obama
12,3,4,5,5,5,5,2,3,5,2008,Catholic,John McCain
12,1,3,5,5,1,5,5,4,2,2008,NA,Barack Obama
12,5,4,5,1,5,1,5,5,2,2008,NA,NA
12,1,3,NA,NA,NA,NA,NA,NA,NA,2008,Protestant,NA
12,2,4,1,1,5,5,2,5,2,2008,Protestant,John McCain
12,2,3,1,5,1,1,5,4,1,2008,Protestant,John McCain
12,3,4,1,5,5,1,4,5,2,2008,Protestant,Barack Obama
12,2,2,3,3,5,3,4,3,2,2008,Catholic,NA
12,3,1,5,5,1,3,5,5,1,2008,NA,Barack Obama
12,2,3,1,1,5,3,2,4,2,2008,NA,John McCain
12,2,5,5,1,1,1,5,5,4,2008,Protestant,John McCain
12,2,2,5,5,5,5,3,1,2,2008,NA,John McCain
12,3,4,5,5,1,5,5,4,2,2008,Catholic,John McCain
12,5,1,NA,NA,NA,NA,NA,NA,NA,2008,NA,NA
13,2,4,5,5,1,5,5,4,2,2008,NA,John McCain
13,2,3,5,3,3,3,4,4,2,2008,Catholic,John McCain
13,3,5,3,3,3,3,3,4,1,2008,Protestant,John McCain
13,2,5,5,1,1,1,2,3,4,2008,NA,NA
13,1,5,3,3,3,3,3,2,2,2008,Protestant,John McCain
13,5,4,3,3,3,3,5,4,1,2008,Catholic,John McCain
13,2,3,3,3,1,3,4,4,2,2008,Protestant,John McCain
13,2,5,3,3,3,3,4,4,2,2008,Protestant,John McCain
13,1,2,3,3,3,3,5,5,1,2008,Protestant,Barack Obama
13,1,1,3,5,3,3,3,5,1,2008,Protestant,Barack Obama
13,2,2,5,5,5,1,5,4,2,2008,NA,John McCain
13,2,4,3,3,3,3,5,2,2,2008,Protestant,John McCain
13,4,4,5,5,1,1,3,5,2,2008,Protestant,Barack Obama
13,2,3,3,5,1,5,1,2,2,2008,Protestant,John McCain
13,3,4,3,3,3,3,5,5,1,2008,NA,Other
13,5,5,5,3,3,3,3,3,3,2008,Protestant,NA
13,2,2,3,3,1,1,3,4,4,2008,Protestant,John McCain
13,1,3,5,1,5,1,1,4,2,2008,Protestant,Barack Obama
13,1,4,5,1,5,1,5,3,2,2008,Protestant,Barack Obama
13,3,5,5,5,1,5,5,5,5,2008,Other Religion,Barack Obama
13,1,4,5,5,1,5,5,5,2,2008,Protestant,Barack Obama
13,1,1,5,5,1,1,5,2,2,2008,Protestant,Barack Obama
13,3,5,5,1,1,1,4,5,2,2008,Protestant,Barack Obama
13,1,2,5,5,1,5,2,4,3,2008,Protestant,Barack Obama
13,NA,1,5,5,1,5,2,3,4,2008,Protestant,Barack Obama
13,3,2,5,5,1,5,3,3,2,2008,Protestant,NA
13,2,5,5,5,1,5,3,3,1,2008,Protestant,NA
13,3,5,5,5,1,5,5,5,2,2008,Protestant,Barack Obama
13,1,2,5,5,1,1,3,3,3,2008,Protestant,NA
13,1,3,NA,NA,NA,NA,NA,NA,NA,2008,Protestant,NA
13,1,4,5,5,1,5,5,5,1,2008,Protestant,Barack Obama
13,1,1,NA,NA,NA,NA,NA,NA,NA,2008,Protestant,NA
13,1,2,5,5,5,1,5,5,1,2008,Protestant,Barack Obama
13,1,3,5,5,3,3,3,5,1,2008,Protestant,Barack Obama
13,3,4,5,5,1,5,5,5,4,2008,Protestant,Barack Obama
13,1,1,NA,NA,NA,NA,NA,NA,NA,2008,Protestant,NA
13,3,5,3,3,3,3,5,3,1,2008,Protestant,John McCain
13,1,5,5,5,1,1,2,2,2,2008,Protestant,Barack Obama
13,1,5,NA,NA,NA,NA,NA,NA,NA,2008,Protestant,NA
13,1,5,5,5,1,3,2,2,3,2008,Protestant,Barack Obama
13,1,5,NA,NA,NA,NA,NA,NA,NA,2008,Protestant,NA
13,3,5,5,3,3,3,2,2,1,2008,Protestant,Barack Obama
13,3,5,NA,NA,NA,NA,NA,NA,NA,2008,Protestant,NA
13,3,4,5,5,3,5,4,3,2,2008,NA,NA
13,3,4,5,5,1,5,5,5,2,2008,Protestant,Barack Obama
13,5,1,5,5,1,5,5,2,1,2008,Protestant,NA
13,1,4,5,5,1,3,5,4,2,2008,Protestant,Barack Obama
13,2,4,5,5,1,1,5,4,4,2008,Protestant,John McCain
13,5,5,5,1,1,5,3,1,4,2008,NA,NA
13,1,3,NA,NA,NA,NA,NA,NA,NA,2008,NA,NA
13,2,2,5,1,5,1,3,3,2,2008,NA,John McCain
13,3,5,5,5,1,5,3,1,2,2008,Protestant,NA
13,3,3,5,5,1,5,4,4,2,2008,Protestant,John McCain
13,3,4,5,5,1,5,4,2,1,2008,Protestant,John McCain
13,3,5,5,1,3,3,3,4,2,2008,Protestant,NA
13,2,5,5,3,3,3,2,4,4,2008,Protestant,John McCain
13,1,5,5,5,1,5,2,2,1,2008,Protestant,Barack Obama
13,3,4,NA,NA,NA,NA,NA,NA,NA,2008,NA,NA
13,3,4,5,5,5,1,4,4,2,2008,Protestant,Barack Obama
13,3,2,5,5,1,1,5,3,4,2008,Protestant,John McCain
13,2,5,3,3,3,3,5,1,1,2008,Protestant,NA
13,3,5,5,5,5,1,3,4,3,2008,Protestant,Barack Obama
13,2,2,5,5,1,5,3,2,2,2008,Protestant,John McCain
13,3,5,5,1,5,1,1,3,3,2008,Protestant,Barack Obama
13,1,2,5,5,1,5,4,4,1,2008,Protestant,NA
13,1,3,5,5,1,1,3,3,1,2008,Protestant,Barack Obama
13,2,4,5,5,1,5,5,5,1,2008,Protestant,John McCain
13,3,1,NA,NA,NA,NA,NA,NA,NA,2008,Catholic,NA
13,2,2,5,5,5,1,3,5,3,2008,Catholic,John McCain
13,3,5,3,5,3,3,5,3,1,2008,Protestant,NA
13,3,4,5,5,1,5,4,4,2,2008,Protestant,Barack Obama
13,3,5,5,5,1,1,3,5,1,2008,Protestant,NA
13,1,5,5,1,1,1,5,2,2,2008,Protestant,John McCain
13,3,4,5,5,1,3,5,3,1,2008,Protestant,John McCain
13,1,2,5,1,1,1,2,4,1,2008,Protestant,NA
13,3,3,5,5,5,5,NA,4,2,2008,Protestant,NA
13,3,1,5,5,1,5,2,2,2,2008,Protestant,Barack Obama
13,1,2,NA,5,1,1,5,3,4,2008,NA,Barack Obama
17,1,5,3,3,3,3,3,5,2,2008,Protestant,Barack Obama
17,1,5,3,3,3,3,5,5,5,2008,Protestant,Barack Obama
17,1,4,5,5,1,5,5,5,1,2008,Protestant,Barack Obama
17,1,5,3,3,3,3,3,1,1,2008,Protestant,Barack Obama
17,1,3,3,1,1,3,1,2,1,2008,NA,Barack Obama
17,3,3,NA,NA,NA,NA,NA,NA,NA,2008,Protestant,NA
17,2,2,5,1,1,5,2,2,2,2008,Protestant,Barack Obama
17,1,4,NA,NA,NA,NA,NA,NA,NA,2008,Protestant,NA
17,1,1,5,5,1,5,4,2,4,2008,Protestant,NA
17,1,4,5,5,1,5,3,3,2,2008,NA,Barack Obama
17,1,2,3,3,3,3,3,3,3,2008,NA,Barack Obama
17,1,2,5,5,1,5,3,1,4,2008,NA,NA
17,1,4,5,5,1,5,1,1,2,2008,Protestant,Barack Obama
17,5,1,3,5,1,1,5,5,2,2008,Catholic,Barack Obama
17,1,4,5,5,1,1,3,4,1,2008,NA,Barack Obama
17,1,1,5,5,1,5,5,5,1,2008,Protestant,Barack Obama
17,1,4,1,5,5,5,5,5,2,2008,Protestant,NA
17,1,5,3,5,3,3,4,4,5,2008,Protestant,Barack Obama
17,1,4,5,5,1,1,5,4,1,2008,Catholic,Barack Obama
17,1,2,5,1,1,1,3,2,1,2008,Protestant,Barack Obama
17,3,5,5,3,3,3,2,5,1,2008,Catholic,NA
17,1,3,5,5,1,5,2,2,2,2008,Protestant,Barack Obama
17,1,4,5,1,5,1,5,5,1,2008,Protestant,Barack Obama
17,1,3,3,3,3,3,5,5,1,2008,Protestant,Barack Obama
17,1,5,5,5,5,1,2,3,1,2008,Protestant,Barack Obama
17,1,1,5,5,1,1,4,4,2,2008,Protestant,Barack Obama
17,1,2,3,5,1,5,5,2,2,2008,Protestant,Barack Obama
17,3,2,5,5,1,1,3,3,2,2008,Protestant,Barack Obama
17,1,3,NA,NA,NA,NA,NA,NA,NA,2008,NA,NA
18,3,2,5,5,1,5,1,3,1,2008,Protestant,John McCain
18,3,2,NA,NA,NA,NA,NA,NA,NA,2008,Protestant,NA
18,5,3,5,5,1,3,3,2,2,2008,NA,NA
18,1,4,5,3,3,3,3,3,1,2008,Protestant,NA
18,1,5,5,5,1,3,5,3,4,2008,NA,Barack Obama
18,5,3,3,3,3,3,3,3,2,2008,NA,NA
18,2,4,1,5,5,5,3,4,3,2008,NA,John McCain
18,1,4,3,3,3,3,5,5,1,2008,NA,Barack Obama
18,3,1,5,5,1,5,5,4,2,2008,Protestant,Barack Obama
18,1,4,5,5,5,3,5,5,1,2008,Protestant,NA
18,1,4,5,5,5,1,5,4,2,2008,Protestant,Barack Obama
18,1,5,5,5,1,5,2,4,1,2008,Protestant,John McCain
18,1,5,5,5,1,5,5,4,1,2008,Protestant,NA
18,2,3,3,3,3,3,3,4,1,2008,Protestant,John McCain
18,1,4,5,1,5,1,5,5,2,2008,Protestant,Barack Obama
18,3,4,5,5,1,1,2,1,3,2008,NA,John McCain
18,3,3,NA,NA,NA,NA,NA,NA,NA,2008,Protestant,NA
18,2,3,5,5,1,5,4,2,1,2008,Protestant,NA
18,1,4,3,5,3,3,2,2,4,2008,Protestant,Barack Obama
18,3,5,5,5,1,1,5,3,4,2008,Protestant,Barack Obama
18,1,2,3,3,3,3,4,3,1,2008,Protestant,NA
18,1,3,3,3,1,3,3,3,3,2008,Protestant,NA
18,3,3,NA,NA,NA,NA,NA,NA,NA,2008,Protestant,NA
18,NA,5,1,5,5,1,5,3,2,2008,NA,John McCain
18,2,3,3,5,3,3,3,3,5,2008,Protestant,NA
18,1,4,NA,NA,NA,NA,NA,NA,NA,2008,NA,NA
18,1,4,3,3,3,3,3,3,2,2008,Protestant,Barack Obama
18,3,4,5,5,5,5,4,5,2,2008,Protestant,Barack Obama
18,3,3,3,3,3,3,4,1,4,2008,Protestant,NA
18,1,4,NA,NA,NA,NA,NA,NA,NA,2008,Protestant,NA
18,1,3,5,5,1,5,1,3,2,2008,Protestant,Barack Obama
18,1,3,1,1,5,1,5,5,2,2008,Catholic,Barack Obama
18,3,5,5,5,1,5,3,4,2,2008,Protestant,Barack Obama
18,1,5,5,5,5,5,5,4,4,2008,Catholic,NA
18,1,1,5,5,1,5,5,5,1,2008,Protestant,Barack Obama
18,3,2,5,5,1,1,3,4,2,2008,Protestant,NA
18,1,4,5,5,1,5,4,4,2,2008,Protestant,Barack Obama
