party,state,score,year,child_score,women_score,foreign_score,rural_score,financial,absentee
NA,washington,0.356923076923077,2020,0.25,0.40249999999999997,0.25,0.51,0.5,NA
Republican,new jersey,0.511538461538461,2020,0.25,0.485,0.75,0.7366666666666667,0.25,NA
Republican,arizona,0.503846153846154,2020,0,0.4875,0.875,0.95,0.25,NA
Democrat,kansas,0.272307692307692,2020,0,0.255,0.25,0.6733333333333333,0.5,NA
Democrat,maryland,0.323076923076923,2020,0.25,0.255,0.25,0.56,0.5,NA
Democrat,maryland,0.75,2020,1,0.5,0.75,NA,0.5,NA
Democrat,oregon,0.626153846153846,2020,0.75,0.6525,0.5,0.51,0.5,NA
Republican,nebraska,0.633076923076923,2020,0.75,0.6125,0.625,0.51,0.5,NA
Republican,pennsylvania,NA,2020,NA,NA,NA,NA,0.25,NA
NA,washington,0.546923076923077,2020,0.5,0.3775,0.375,0.95,0.75,NA
Democrat,arizona,0.465384615384615,2020,0.5,0.38,0.5,0.51,0.5,NA
NA,indiana,0.719230769230769,2020,0.5,0.75,0.75,0.95,0,0
NA,NA,0.676923076923077,2020,1,0.505,0.625,0.51,0.5,NA
NA,michigan,0.740769230769231,2020,0.75,0.775,1,0.51,0,NA
NA,georgia,0.454615384615385,2020,0,0.46499999999999997,0.75,0.85,0.5,NA
Democrat,new york,0.156153846153846,2020,0,0.3175,0.125,0.17,0.5,NA
NA,texas,0.834615384615385,2020,1,0.625,0.75,0.95,0.5,NA
NA,illinois,0.363076923076923,2020,0,0.3775,0.5,0.7366666666666667,1,NA
Republican,north carolina,0.548461538461538,2020,0.75,0.4175,0.125,0.7366666666666667,1,NA
Democrat,connecticut,NA,2020,NA,NA,NA,NA,0.5,NA
Democrat,pennsylvania,0.28,2020,0,0.33999999999999997,0.375,0.51,0.5,NA
Republican,north carolina,0.586923076923077,2020,0.5,0.65,0.75,0.51,0.5,1
Republican,new york,0.555384615384615,2020,0.5,0.38,0.5,0.9,0.75,NA
Democrat,new hampshire,0.215384615384615,2020,0,0.255,0.125,0.51,0.75,NA
NA,indiana,0.312307692307692,2020,0,0.255,0.5,0.6799999999999999,0.5,NA
Independent,new york,0.376923076923077,2020,0,0.5075000000000001,0.5,0.6233333333333333,0.5,NA
NA,minnesota,0.273076923076923,2020,0,0.255,0.5,0.51,1,NA
NA,tennessee,0.453076923076923,2020,0.5,0.255,0.5,0.6233333333333333,0.25,NA
Independent,oregon,0.376153846153846,2020,0.25,0.46499999999999997,0.25,0.51,0.75,NA
NA,indiana,0.637692307692308,2020,0.75,0.6275,0.625,0.51,0.5,NA
NA,michigan,NA,2020,NA,NA,NA,NA,0.5,NA
Democrat,massachusetts,0.491538461538462,2020,0.75,0.255,0.25,0.6233333333333333,0.75,NA
Republican,NA,0.675833333333333,2020,0.3333333333333333,0.8375,0.625,0.8366666666666667,0.75,NA
Republican,new york,0.656923076923077,2020,0.75,0.505,0.75,0.6733333333333333,0.5,NA
NA,texas,0.383076923076923,2020,0.25,0.3175,0.25,0.7366666666666667,0.5,NA
Democrat,new jersey,0.260769230769231,2020,0,0.255,0.25,0.6233333333333333,0.5,NA
Independent,maryland,0.407692307692308,2020,0.25,0.38,0.625,0.51,0.5,NA
NA,washington,0.251538461538462,2020,0,0.3775,0.625,0.17,0.5,NA
Independent,arizona,0.592307692307692,2020,0.75,0.5025,0.75,0.39666666666666667,0.5,NA
NA,vermont,0.73,2020,1,0.4875,0.75,0.68,0.75,NA
Republican,florida,0.579230769230769,2020,0.25,1,0.5,0.51,0.5,NA
NA,NA,0.62,2020,1,0.40249999999999997,0.375,0.5666666666666667,0.5,NA
Democrat,arizona,0.637692307692308,2020,0.5,0.815,0.25,0.8433333333333334,0.5,NA
NA,minnesota,0.253846153846154,2020,0,0.3175,0.25,0.51,0.5,NA
NA,NA,0.580769230769231,2020,0.5,0.5625,0.375,0.85,0.25,NA
NA,minnesota,0.704615384615385,2020,0.75,0.6125,0.75,0.7366666666666667,0.75,NA
Republican,kansas,0.363846153846154,2020,0,0.59,0.25,0.6233333333333333,0.75,NA
NA,NA,NA,2020,NA,NA,NA,NA,1,NA
Republican,california,0.509230769230769,2020,0.25,0.4175,0.625,0.9,1,NA
Republican,north carolina,0.414615384615385,2020,0,0.38,1,0.6233333333333333,0.75,NA
NA,ohio,NA,2020,NA,NA,NA,NA,0.25,NA
Democrat,florida,0.632307692307692,2020,0.75,0.255,0.75,0.9,1,NA
Republican,pennsylvania,0.619230769230769,2020,0.75,0.505,0.75,0.51,0.5,NA
NA,illinois,0.375384615384615,2020,0,0.5875,0.5,0.51,0.75,NA
Independent,colorado,0.427692307692308,2020,0.25,0.5275,0.375,0.5666666666666667,0.5,NA
NA,south carolina,0.408461538461538,2020,0.25,0.4,0.25,0.7366666666666667,0.5,NA
Republican,new mexico,0.445384615384615,2020,0.25,0.38,0.625,0.6733333333333333,0.5,NA
Democrat,colorado,0.46,2020,0.5,0.33999999999999997,0.375,0.6233333333333333,0.5,NA
Independent,california,0.446153846153846,2020,0.5,0.3175,0.5,0.51,0.5,1
Independent,colorado,0.563076923076923,2020,0.5,0.6525,0.25,0.7366666666666667,0.5,NA
Democrat,pennsylvania,0.6,2020,1,0.3175,0.5,0.51,0.25,NA
Independent,california,0.386923076923077,2020,0,0.46499999999999997,0.5,0.7233333333333334,0,NA
NA,illinois,NA,2020,NA,NA,NA,NA,0.5,NA
Republican,new jersey,0.576153846153846,2020,0.5,0.445,0.75,0.7366666666666667,0.5,NA
NA,ohio,0.389230769230769,2020,0.25,0.46499999999999997,0.25,0.5666666666666667,0.25,NA
Republican,california,0.580769230769231,2020,0.75,0.505,0.5,0.51,0.25,NA
NA,indiana,0.674615384615385,2020,1,0.3775,0.375,0.8366666666666667,0.75,NA
Republican,california,0.589230769230769,2020,0.25,0.675,0.875,0.7366666666666667,0.5,NA
NA,ohio,0.542307692307692,2020,0.5,0.4625,0.75,0.5666666666666667,0.5,NA
Republican,oklahoma,0.613076923076923,2020,0.75,0.5475,0.625,0.51,0.5,NA
Democrat,massachusetts,0.439230769230769,2020,0,0.46499999999999997,0.5,0.95,0.5,NA
NA,texas,0.323846153846154,2020,0.25,0.38,0.25,0.39666666666666667,0.5,NA
NA,texas,0.246923076923077,2020,0,0.38,0.25,0.39666666666666667,0.5,NA
NA,NA,0.401538461538462,2020,0.25,0.4425,0.375,0.5666666666666667,0.5,NA
NA,alabama,0.606923076923077,2020,0.75,0.5275,0.625,0.51,0.5,NA
Democrat,kansas,0.652307692307692,2020,1,0.4875,0.5,0.51,0.75,NA
Democrat,maryland,0.426923076923077,2020,0.5,0.38,0.25,0.51,0.5,NA
NA,michigan,0.678461538461538,2020,1,0.255,0.625,0.85,0.75,1
NA,washington,0.604615384615385,2020,0.25,0.565,0.875,0.95,0.5,NA
Democrat,maryland,0.35,2020,0,0.4225,0.75,0.45333333333333337,0.75,NA
NA,illinois,0.529230769230769,2020,0.5,0.255,0.75,0.7866666666666666,1,NA
Democrat,new york,0.266923076923077,2020,0,0.1275,0.375,0.7366666666666667,0.5,NA
NA,illinois,0.6,2020,0.75,0.5675,0.5,0.51,0.5,NA
NA,minnesota,0.734615384615385,2020,0.75,0.5875,0.75,0.9,0.5,NA
NA,texas,NA,2020,NA,NA,NA,NA,1,NA
Independent,west virginia,0.796923076923077,2020,1,0.625,0.75,0.7866666666666666,0,NA
NA,ohio,0.708461538461538,2020,0.75,0.6275,0.5,0.9,1,NA
Independent,massachusetts,0.396153846153846,2020,0.25,0.33999999999999997,0.375,0.68,0.5,NA
Democrat,california,0.363076923076923,2020,0.5,0.255,0,0.5666666666666667,0.75,NA
Democrat,arizona,0.240769230769231,2020,0,0.3175,0.25,0.45333333333333337,0.5,NA
Democrat,arizona,0.383076923076923,2020,0,0.40249999999999997,0.75,0.6233333333333333,0.5,NA
NA,alabama,0.716923076923077,2020,0.75,0.675,0.875,0.6233333333333333,0.5,NA
NA,ohio,0.65875,2020,0.6666666666666666,0.5066666666666667,0.875,NA,0.5,0
Democrat,pennsylvania,0.517692307692308,2020,0.5,0.46499999999999997,0.5,0.6233333333333333,0.5,NA
Independent,florida,0.363076923076923,2020,0.25,0.38,0.25,0.5666666666666667,0.5,NA
Independent,new jersey,0.440769230769231,2020,0.25,0.5275,0.375,0.6233333333333333,0.5,NA
Democrat,florida,0.42,2020,0.5,0.3175,0.5,0.39666666666666667,0.5,NA
Republican,pennsylvania,0.665384615384615,2020,0.5,0.55,0.875,0.9,0.5,NA
Democrat,california,0.81,2020,1,0.525,1,NA,0.75,1
NA,illinois,0.556153846153846,2020,0.75,0.40249999999999997,0.375,0.6233333333333334,0.5,NA
NA,ohio,0.426923076923077,2020,0.5,0.38,0.25,0.51,0.5,NA
Republican,florida,0.834615384615385,2020,1,0.7125,0.5,1,0.5,NA
NA,georgia,0.729230769230769,2020,1,0.38,0.875,0.7366666666666667,0.5,NA
NA,south carolina,0.703846153846154,2020,1,0.3175,0.75,0.7933333333333333,0.5,NA
NA,michigan,0.273076923076923,2020,0.25,0.255,0,0.51,0.25,NA
Democrat,new hampshire,0.356923076923077,2020,0.25,0.255,0.375,0.6233333333333333,0.25,NA
NA,texas,0.33,2020,0.25,0.3175,0.5,0.34,0.5,NA
Democrat,california,0.638461538461538,2020,1,0.38,0.625,0.51,0.5,NA
Independent,pennsylvania,0.388461538461538,2020,0,0.505,0.75,0.51,0.5,NA
Democrat,connecticut,0.617692307692308,2020,1,0.255,0.25,0.8366666666666667,1,NA
Republican,idaho,NA,2020,NA,NA,NA,NA,0,NA
Republican,idaho,0.566923076923077,2020,0.5,0.5025,0.5,0.7866666666666666,0.25,NA
NA,NA,0.784615384615385,2020,0.75,0.875,1,0.5666666666666667,0.5,NA
NA,montana,0.542307692307692,2020,0.5,0.5025,0.5,0.68,0.25,NA
Independent,arkansas,0.555384615384615,2020,0.25,0.6525,0.625,0.7866666666666666,0,NA
NA,wisconsin,0.37,2020,0,0.44,0.25,0.85,0.5,NA
NA,texas,0.743076923076923,2020,1,0.33999999999999997,0.875,0.85,1,1
NA,indiana,0.453076923076923,2020,0.5,0.38,0.25,0.6233333333333333,0.25,NA
NA,indiana,0.35,2020,0.25,0.255,0.5,0.51,0.5,NA
NA,texas,NA,2020,NA,NA,NA,NA,0.25,NA
Democrat,florida,0.484615384615385,2020,0.5,0.38,0.625,0.51,0.5,NA
Republican,pennsylvania,0.753846153846154,2020,0.75,0.875,0.375,0.85,0.5,NA
Independent,new york,NA,2020,NA,NA,NA,NA,0.5,NA
NA,tennessee,0.433846153846154,2020,0.25,0.4225,0.625,0.5666666666666667,0.5,NA
NA,south carolina,0.518333333333333,2020,0.5,0.255,0.75,0.85,0.5,NA
Independent,arkansas,NA,2020,NA,NA,NA,NA,0.5,NA
Republican,california,NA,2020,NA,NA,NA,NA,0.75,NA
NA,alabama,0.657692307692308,2020,0.75,0.5,0.5,0.85,0.75,NA
Republican,idaho,0.715384615384615,2020,0.75,0.55,0.625,0.95,1,NA
Democrat,new york,0.58,2020,0.75,0.42,0.75,0.45333333333333337,0.5,NA
Republican,kansas,0.74,2020,1,0.625,0.625,0.6233333333333333,0.75,NA
Democrat,florida,NA,2020,NA,NA,NA,NA,0.5,NA
NA,virginia,0.676153846153846,2020,1,0.21000000000000002,0.625,0.9,0.25,NA
NA,texas,0.662307692307692,2020,0.75,0.625,0.375,0.7866666666666667,0.25,NA
Independent,north carolina,0.809230769230769,2020,1,0.755,0.75,0.6666666666666666,0,NA
NA,texas,0.402307692307692,2020,0.25,0.33999999999999997,0.5,0.6233333333333333,0.25,NA
NA,ohio,0.522307692307692,2020,0.25,0.525,0.75,0.73,0.75,NA
Republican,idaho,0.740769230769231,2020,1,0.7125,0.625,0.51,0,NA
NA,virginia,0.299230769230769,2020,0,0.33999999999999997,0,0.8433333333333334,0.5,NA
Independent,maine,0.458461538461538,2020,0.5,0.5025,0.125,0.5666666666666667,0.75,NA
Republican,kansas,0.446923076923077,2020,0,0.5025,0.625,0.85,0.5,NA
Independent,idaho,0.273846153846154,2020,0,0.255,0.25,0.68,0.5,NA
NA,washington,0.401538461538462,2020,0.25,0.38,0.5,0.5666666666666667,0.75,NA
Independent,washington dc,0.35,2020,0.25,0.255,0.5,0.51,1,NA
Republican,maryland,0.7,2020,0.5,0.5875,0.875,1,0.5,NA
NA,california,0.658461538461538,2020,0.5,0.5875,1,0.7366666666666667,0.25,NA
Democrat,NA,0.273076923076923,2020,0,0.255,0.5,0.51,0.25,NA
Republican,new york,0.515384615384615,2020,0,0.7125,0.5,0.95,0.75,NA
NA,texas,0.633076923076923,2020,0.75,0.425,1,0.51,0.75,NA
NA,wisconsin,0.696153846153846,2020,0.75,0.4425,0.875,0.8433333333333334,0.25,NA
Republican,utah,0.723,2020,1,0.4875,0.875,0.8433333333333334,0.25,NA
Democrat,california,0.433076923076923,2020,0.5,0.3775,0.125,0.6233333333333333,0.5,NA
Republican,florida,0.642307692307692,2020,0.25,0.6875,0.875,0.95,0.5,NA
Republican,florida,0.413846153846154,2020,0.25,0.5275,0.625,0.34,0.75,0
NA,ohio,0.580769230769231,2020,0.75,0.505,0.5,0.51,0.5,NA
NA,michigan,0.479230769230769,2020,0.5,0.36,0.375,0.68,0.5,NA
Democrat,kansas,0.568461538461538,2020,0.75,0.255,0.75,0.6233333333333334,1,NA
NA,NA,1,2020,NA,NA,1,NA,0.5,NA
Republican,california,0.522307692307692,2020,0.75,0.505,0.375,0.34,1,NA
Independent,utah,0.735384615384615,2020,0.75,0.8825000000000001,0.75,0.51,0.5,NA
NA,texas,0.503846153846154,2020,0.5,0.38,0.75,0.51,0.25,NA
Independent,new hampshire,0.503846153846154,2020,0.5,0.4425,0.625,0.51,0.5,NA
NA,illinois,0.299230769230769,2020,0,0.3175,0.375,0.6233333333333333,0.5,NA
Independent,new jersey,0.46,2020,0.25,0.5075000000000001,0.625,0.5666666666666667,0.5,NA
NA,washington,0.273076923076923,2020,0,0.255,0.5,0.51,0.5,NA
Democrat,new york,0.581538461538462,2020,0.75,0.4425,0.375,0.68,0.5,NA
NA,georgia,0.596153846153846,2020,0.25,0.625,0.625,1,0.5,NA
Independent,colorado,0.375384615384615,2020,0,0.44,0.625,0.6233333333333334,0.5,NA
Democrat,california,0.716923076923077,2020,1,0.7375,0.25,0.6233333333333333,0.5,1
NA,ohio,0.530769230769231,2020,0.5,0.40249999999999997,0.625,0.68,1,NA
NA,NA,0.439230769230769,2020,0.25,0.6275,0.25,0.5666666666666667,1,NA
NA,georgia,0.369230769230769,2020,0,0.505,0.625,0.51,0.75,NA
Republican,new mexico,NA,2020,NA,NA,NA,NA,0.5,NA
Republican,maryland,0.708333333333333,2020,0.75,0.625,0,1,0.5,NA
Republican,west virginia,0.490769230769231,2020,0.5,0.4825,0.375,0.5666666666666667,0.5,NA
Democrat,iowa,0.517692307692308,2020,0.5,0.5075000000000001,0.5,0.5666666666666667,0.5,NA
Democrat,oregon,0.234615384615385,2020,0,0.255,0.25,0.51,0.75,NA
Republican,arizona,0.425384615384615,2020,0.5,0.44,0.375,0.34,0.5,NA
NA,texas,0.477692307692308,2020,0,0.65,0.625,0.7866666666666666,0.5,NA
Democrat,kansas,0.561538461538462,2020,0.75,0.38,0.625,0.51,0.5,NA
Republican,kentucky,0.477692307692308,2020,0.25,0.485,0.625,0.6733333333333333,0.75,NA
NA,tennessee,0.44,2020,0.25,0.3775,0.5,0.7366666666666667,0,NA
Republican,arizona,0.704615384615385,2020,0.75,0.675,0.625,0.7366666666666667,0.5,NA
NA,tennessee,0.71,2020,1,0.46499999999999997,0.75,0.6233333333333333,0.5,NA
NA,montana,0.720769230769231,2020,1,0.5,0.75,0.6233333333333333,0.25,NA
Democrat,colorado,0.458461538461538,2020,0.25,0.40249999999999997,0.25,0.95,0.25,NA
Republican,pennsylvania,0.561538461538462,2020,0.25,0.5875,0.625,0.9,0.25,NA
Republican,florida,0.65,2020,0.5,0.55,0.625,1,0.5,NA
Republican,north carolina,NA,2020,NA,NA,NA,NA,0,NA
Republican,california,0.414615384615385,2020,0.25,0.40249999999999997,0.625,0.51,0.5,NA
NA,georgia,0.769230769230769,2020,0.75,0.625,0.75,1,0.5,1
Republican,oklahoma,0.433846153846154,2020,0.25,0.33999999999999997,0.375,0.8433333333333334,0.25,NA
NA,texas,0.55,2020,0.75,0.4225,0.125,0.7366666666666667,0.75,NA
NA,ohio,0.465384615384615,2020,0.5,0.255,0.75,0.51,0,NA
Democrat,arkansas,NA,2020,NA,NA,NA,NA,0.75,NA
NA,texas,0.251538461538462,2020,0,0.3125,0.5,0.33999999999999997,1,NA
Independent,arizona,0.440769230769231,2020,0.25,0.46499999999999997,0.5,0.6233333333333333,0.75,NA
Republican,iowa,0.662307692307692,2020,0.5,0.5875,0.875,0.8366666666666667,0.5,NA
Independent,kansas,0.643076923076923,2020,0.5,0.46499999999999997,0.75,1,0.75,NA
NA,tennessee,0.71,2020,1,0.55,0.75,0.51,1,NA
Democrat,california,0.421538461538462,2020,0.25,0.255,0.625,0.7366666666666667,0.5,NA
NA,wisconsin,0.466153846153846,2020,0.5,0.255,0.5,0.68,0.5,NA
NA,north dakota,0.312307692307692,2020,0,0.40249999999999997,0.375,0.5666666666666667,0.5,NA
NA,NA,0.580769230769231,2020,0.5,0.67,0.5,0.6233333333333333,0.5,NA
NA,georgia,0.347692307692308,2020,0,0.255,0.25,1,0.5,NA
NA,texas,0.46,2020,0.5,0.4875,0.25,0.51,0.25,NA
NA,georgia,0.459230769230769,2020,0.5,0.36,0.5,0.51,0.5,NA
Independent,new york,0.453076923076923,2020,0.5,0.255,0.5,0.6233333333333333,0.5,NA
NA,south carolina,0.524615384615385,2020,0.25,0.5075000000000001,0.875,0.6799999999999999,1,NA
Independent,california,0.427692307692308,2020,0.25,0.46499999999999997,0.5,0.5666666666666667,0.75,NA
Republican,new mexico,0.624615384615385,2020,0.5,0.4425,0.75,0.95,0.5,NA
Independent,massachusetts,0.757692307692308,2020,0.75,0.75,0.5,0.95,0,NA
NA,michigan,0.465384615384615,2020,0.25,0.38,1,0.51,0.5,NA
Republican,massachusetts,0.798461538461538,2020,1,0.775,0.875,0.51,0.5,NA
NA,minnesota,0.684615384615385,2020,0.75,0.55,0.5,0.9,0.25,NA
Republican,massachusetts,0.860769230769231,2020,1,0.7525,0.75,0.8933333333333333,0.5,NA
Democrat,maryland,0.463076923076923,2020,0.25,0.5225,0.625,0.56,0.5,NA
Independent,california,0.617692307692308,2020,0.5,0.75,0.75,0.51,1,NA
Democrat,florida,0.395384615384615,2020,0.25,0.33999999999999997,0.625,0.51,0.75,NA
NA,michigan,0.575384615384615,2020,0.75,0.40249999999999997,0.5,0.6233333333333333,0.25,NA
Democrat,arkansas,0.536153846153846,2020,0.5,0.36,0.5,0.8433333333333334,0.25,NA
NA,NA,0.546,2020,0.5,0.51,0.625,0.595,0.5,NA
NA,texas,0.452307692307692,2020,0,0.4425,0.875,0.7866666666666666,0.5,NA
Republican,connecticut,0.670769230769231,2020,0.5,0.63,0.75,0.9,0,NA
NA,missouri,0.336923076923077,2020,0.25,0.33999999999999997,0,0.6733333333333333,0.5,NA
Democrat,NA,0.773846153846154,2020,1,0.46499999999999997,0.75,0.9,0.5,NA
NA,illinois,0.663076923076923,2020,1,0.44,0.25,0.7866666666666666,0.75,NA
Democrat,new york,0.337692307692308,2020,0.25,0.255,0.25,0.6233333333333333,0.5,NA
Republican,california,0.529230769230769,2020,0.5,0.5875,0.5,0.51,0.5,NA
Republican,kentucky,0.479230769230769,2020,0.5,0.46499999999999997,0.25,0.6233333333333333,0.75,NA
NA,virginia,0.606923076923077,2020,0.75,0.5275,0.625,0.51,0.75,1
Republican,louisiana,0.792307692307692,2020,0.75,0.8375,0.625,0.9,0.5,NA
Republican,oklahoma,0.543846153846154,2020,0.5,0.33999999999999997,0.75,0.7366666666666667,0.5,NA
Independent,new york,0.388461538461538,2020,0.25,0.38,0.5,0.51,0.5,NA
NA,tennessee,0.657692307692308,2020,1,0.38,0.75,0.51,0.5,NA
Democrat,florida,0.658461538461538,2020,1,0.6125,0.375,0.45333333333333337,0.75,NA
NA,NA,0.716153846153846,2020,0.75,0.5025,0.875,0.85,1,NA
Democrat,florida,0.536923076923077,2020,0.5,0.5075000000000001,0.125,0.9,0.5,NA
Democrat,north carolina,0.746923076923077,2020,1,0.33999999999999997,0.75,0.95,0.75,NA
Democrat,pennsylvania,0.253076923076923,2020,0,0.255,0.125,0.6733333333333333,0.25,NA
NA,illinois,0.62,2020,1,0.3175,0.375,0.68,0.5,NA
Independent,idaho,0.594166666666667,2020,0.5,0.63,0.625,0.6799999999999999,0.5,NA
Republican,colorado,0.826923076923077,2020,0.75,0.8125,0.75,1,0.5,NA
Independent,new jersey,0.428461538461538,2020,0.25,0.46499999999999997,0.25,0.7366666666666667,0.5,NA
Independent,new jersey,0.638461538461538,2020,0.75,0.40249999999999997,0.75,0.73,0.5,NA
NA,indiana,0.780769230769231,2020,1,0.5875,0.625,0.85,0.5,NA
NA,texas,0.35,2020,0,0.505,0.5,0.51,1,NA
Democrat,california,0.272307692307692,2020,0.25,0.255,0.25,0.33999999999999997,0.5,NA
Democrat,new york,0.696153846153846,2020,1,0.5025,0.5,0.68,0.5,NA
Independent,iowa,0.465384615384615,2020,0.5,0.3175,0.625,0.51,0.5,NA
Republican,california,0.284615384615385,2020,0.25,0.3175,0.375,0.22666666666666668,0.5,NA
Republican,florida,0.675384615384615,2020,0.75,0.625,0.875,0.51,0.25,NA
Republican,california,0.747692307692308,2020,1,0.65,0.625,0.6233333333333333,0.25,NA
Republican,massachusetts,0.557777777777778,2020,0,0.5,0.75,0.6733333333333333,0.5,NA
NA,NA,0.47,2020,0.5,0.69,0.25,0.2833333333333333,1,NA
Democrat,washington dc,0.298461538461538,2020,0.25,0.255,0.25,0.45333333333333337,0.5,NA
Democrat,florida,0.35,2020,0.25,0.255,0.5,0.51,1,NA
Republican,california,0.523846153846154,2020,0.5,0.38,0.625,0.68,0.5,NA
Democrat,california,0.163076923076923,2020,0,0.33999999999999997,0.125,0.17,0.25,NA
NA,NA,0.593846153846154,2020,0.75,0.4225,0.75,0.51,0.25,NA
Democrat,new york,0.484615384615385,2020,0.25,0.4425,1,0.51,0,NA
Democrat,new york,0.221538461538462,2020,0,0.33999999999999997,0.25,0.33999999999999997,0,NA
NA,NA,0.49,2020,0,0.8125,0.625,0.6233333333333333,0.25,NA
NA,washington,0.202307692307692,2020,0,0.255,0.125,0.45333333333333337,0.25,1
Democrat,new jersey,0.6,2020,0.75,0.505,0.625,0.51,0.5,NA
NA,michigan,0.503846153846154,2020,0.25,0.545,0.75,0.6233333333333333,0.5,NA
Democrat,north carolina,0.285384615384615,2020,0.25,0.2975,0.25,0.34,0.5,NA
NA,michigan,0.356923076923077,2020,0.25,0.33999999999999997,0.375,0.51,0.5,NA
Democrat,california,0.311538461538462,2020,0,0.3175,0.625,0.51,0.75,NA
NA,tennessee,0.561538461538462,2020,0.75,0.38,0.625,0.51,0.5,NA
NA,south carolina,0.606923076923077,2020,0.75,0.46499999999999997,0.75,0.51,0.25,NA
Democrat,maryland,0.388461538461538,2020,0.5,0.255,0.25,0.51,0.5,NA
NA,tennessee,0.531538461538462,2020,0.5,0.425,0.5,0.7366666666666667,0.5,NA
NA,illinois,0.783846153846154,2020,0.5,0.7975,1,1,0,NA
Independent,kentucky,0.368461538461538,2020,0,0.3175,0.75,0.6733333333333333,0.5,NA
NA,missouri,0.455833333333333,2020,0.25,0.5866666666666667,0.25,0.7366666666666667,0.25,NA
Democrat,massachusetts,0.240769230769231,2020,0,0.255,0.375,0.45333333333333337,0.5,NA
Republican,maryland,0.684615384615385,2020,1,0.33999999999999997,0.75,0.68,0.5,NA
NA,texas,0.414615384615385,2020,0.25,0.38,0.5,0.6233333333333334,0,NA
NA,ohio,0.787692307692308,2020,1,0.5475,0.75,0.85,0.5,NA
NA,virginia,0.382307692307692,2020,0.25,0.4225,0.375,0.51,0.5,NA
NA,michigan,0.542307692307692,2020,0.75,0.38,0.5,0.51,0.5,NA
Democrat,north carolina,0.538333333333333,2020,0.5,0.5475,0.625,0.51,0.5,0
Democrat,kentucky,0.299230769230769,2020,0,0.40249999999999997,0.375,0.51,0.5,NA
Independent,idaho,0.401538461538462,2020,0,0.3175,0.625,0.9,0.5,NA
Republican,kansas,0.537692307692308,2020,0.5,0.40249999999999997,0.5,0.7933333333333333,0.5,NA
NA,washington,0.498461538461538,2020,0.25,0.505,0.625,0.7366666666666667,0.5,NA
Independent,new york,0.386923076923077,2020,0.75,0.3825,0.25,0,1,NA
Democrat,new jersey,0.466153846153846,2020,0.5,0.275,0.375,0.7366666666666667,0.5,NA
Republican,california,0.537692307692308,2020,0.5,0.4225,0.375,0.85,0.5,NA
NA,texas,0.491538461538462,2020,0.5,0.38,0.5,0.6233333333333333,0.5,NA
NA,michigan,0.493076923076923,2020,0.5,0.33999999999999997,0.25,0.85,0.75,NA
Republican,louisiana,0.678461538461538,2020,0.75,0.4425,0.75,0.85,0.5,NA
Democrat,nevada,0.234615384615385,2020,0,0.33999999999999997,0.25,0.39666666666666667,0.75,NA
Democrat,new jersey,0.606153846153846,2020,0.75,0.40249999999999997,0.625,0.6733333333333333,0.5,NA
NA,NA,0.543846153846154,2020,0.5,0.46499999999999997,0.5,0.7366666666666667,0.5,NA
Democrat,colorado,0.613846153846154,2020,1,0.255,0.375,0.7366666666666667,0,NA
Republican,arkansas,0.685384615384615,2020,0.75,0.46499999999999997,0.75,0.85,0.5,1
Democrat,new york,0.143846153846154,2020,0,0.255,0,0.2833333333333333,0.5,NA
NA,ohio,0.522307692307692,2020,0.5,0.44,0.75,0.51,0.5,NA
NA,minnesota,0.376153846153846,2020,0.25,0.255,0.5,0.6233333333333333,0.5,NA
NA,ohio,0.509230769230769,2020,0,0.59,0.875,0.8366666666666667,0.75,NA
Republican,california,0.701538461538462,2020,0.75,0.65,0.75,0.6733333333333333,0.75,NA
NA,illinois,0.745384615384615,2020,1,0.3775,0.75,0.8933333333333333,1,NA
NA,NA,0.503846153846154,2020,0.5,0.38,0.75,0.51,0.5,NA
