party,state,finance.better,child.indep,child.curio,child.obed,child.consid,us.world,women.child,women.work,women.media,women.favors,women.comp,year,Religion,President
1,37,4,2,2,2,1,1,7,1,1,4,3,2016,Evangelical,Hilary Clinton
NA,NA,2,2,2,1,2,4,4,4,4,4,4,2016,Evangelical,NA
NA,51,3,1,2,2,1,5,7,4,2,3,4,2016,Not Religious,NA
1,42,3,2,2,2,1,3,4,4,2,5,4,2016,Catholic,Gary Johnson
NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Not Religious,NA
NA,48,2,2,2,1,1,2,5,4,4,4,4,2016,Not Religious,Hilary Clinton
NA,48,3,2,2,2,1,4,6,4,1,5,5,2016,Catholic,Hilary Clinton
4,41,3,1,1,2,1,5,4,4,2,5,4,2016,Mainline,Hilary Clinton
NA,47,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Catholic,NA
4,24,4,2,1,2,1,4,6,4,1,5,5,2016,NA,Hilary Clinton
NA,17,3,2,1,2,2,3,6,4,5,4,4,2016,Not Religious,Donald Trump
NA,18,3,2,2,1,1,3,4,4,4,4,4,2016,Other Christian,Donald Trump
1,40,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Evangelical,NA
1,8,4,2,1,1,2,2,7,2,1,2,3,2016,Catholic,NA
NA,26,4,1,2,1,2,2,4,1,7,3,3,2016,Evangelical,Hilary Clinton
1,6,1,1,1,2,1,4,4,4,1,5,5,2016,Not Religious,Hilary Clinton
NA,27,3,2,2,2,1,3,7,4,4,4,3,2016,Mainline,Donald Trump
4,25,4,2,2,2,2,1,6,3,6,3,5,2016,Other Christian,Donald Trump
NA,53,3,1,1,2,1,5,4,4,2,5,5,2016,Mainline,Hilary Clinton
4,9,5,2,1,2,1,2,6,2,6,4,4,2016,Catholic,Donald Trump
NA,NA,NA,NA,NA,NA,NA,3,NA,NA,4,NA,NA,2016,Mainline,Hilary Clinton
1,42,3,2,2,1,2,3,4,4,2,3,3,2016,Catholic,Hilary Clinton
2,4,3,1,1,2,1,3,7,1,4,4,4,2016,Catholic,NA
NA,26,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Other Religion,NA
NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Catholic,NA
4,34,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Evangelical,NA
NA,13,3,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2016,NA,NA
NA,48,3,2,2,2,1,3,4,4,4,3,3,2016,Evangelical,NA
1,32,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Other Religion,NA
2,37,3,2,1,2,1,5,4,4,4,4,4,2016,Other Christian,Donald Trump
1,4,3,2,2,1,1,3,6,2,1,5,4,2016,Mainline,NA
5,25,3,2,2,2,2,4,4,4,2,4,4,2016,Catholic,Gary Johnson
2,24,3,2,2,1,1,1,7,1,4,4,4,2016,Other Religion,Donald Trump
1,34,2,1,2,2,1,3,4,4,1,5,4,2016,Catholic,Hilary Clinton
2,12,NA,2,2,1,1,3,4,4,2,3,3,2016,Catholic,NA
4,NA,5,1,2,1,2,3,7,7,7,3,3,2016,Evangelical,NA
NA,17,4,2,2,1,1,2,7,6,1,5,3,2016,Evangelical,Donald Trump
NA,28,4,2,2,1,2,2,4,2,4,5,4,2016,Evangelical,Donald Trump
2,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Not Religious,NA
4,36,2,2,2,2,2,2,6,1,7,3,3,2016,Not Religious,Donald Trump
2,12,3,2,2,1,1,5,4,4,4,5,4,2016,Catholic,Donald Trump
1,42,2,2,2,2,1,3,5,4,1,5,5,2016,Mainline,Hilary Clinton
NA,51,2,2,2,2,1,5,7,1,1,5,5,2016,Other Religion,Hilary Clinton
2,37,3,2,1,1,1,3,NA,NA,NA,4,3,2016,Catholic,Donald Trump
4,25,2,2,1,2,1,5,6,4,4,5,3,2016,Catholic,Hilary Clinton
2,37,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Catholic,NA
4,21,2,2,2,1,2,3,6,4,2,5,5,2016,Other Christian,Donald Trump
NA,47,4,2,2,1,2,2,6,1,4,4,3,2016,Evangelical,Donald Trump
2,6,4,2,1,1,2,2,6,2,6,3,3,2016,Mainline,Donald Trump
4,32,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Not Religious,NA
1,10,4,2,2,1,1,2,6,4,6,3,3,2016,Mainline,Hilary Clinton
NA,48,4,1,2,2,1,1,6,7,4,2,3,2016,Other Christian,Donald Trump
1,42,3,1,1,2,1,4,4,4,1,5,5,2016,Not Religious,Hilary Clinton
1,9,2,2,2,1,1,3,4,4,2,4,3,2016,Mainline,NA
NA,28,4,2,2,1,1,2,6,1,6,3,4,2016,Mainline,Donald Trump
NA,NA,2,1,1,2,1,4,6,4,1,5,5,2016,Not Religious,NA
2,23,4,2,2,1,1,3,6,2,4,5,1,2016,Evangelical,Donald Trump
4,24,2,2,2,1,1,5,7,6,2,3,4,2016,Evangelical,NA
1,6,3,1,1,2,1,5,7,4,1,5,5,2016,Jewish,Hilary Clinton
4,4,4,2,2,1,1,4,4,4,6,4,3,2016,Other Christian,Donald Trump
NA,51,4,2,2,1,1,2,6,1,4,4,3,2016,Mainline,Donald Trump
4,12,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Evangelical,NA
NA,17,4,2,2,1,1,2,4,4,4,5,4,2016,Other Christian,Donald Trump
1,40,1,1,2,1,1,3,5,2,2,5,5,2016,Mainline,NA
1,5,2,2,2,2,1,1,4,4,4,4,4,2016,Catholic,Hilary Clinton
NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,NA,NA
1,21,5,1,1,1,2,3,7,6,4,2,3,2016,Evangelical,Hilary Clinton
NA,45,2,2,2,1,2,2,7,4,1,2,3,2016,Black Protestant,Hilary Clinton
1,16,5,1,1,2,1,5,7,4,1,4,4,2016,Not Religious,Gary Johnson
NA,26,5,2,1,1,1,5,6,1,1,4,4,2016,Catholic,Donald Trump
NA,53,3,2,2,1,1,4,7,2,4,5,4,2016,Evangelical,Hilary Clinton
4,9,3,1,1,2,1,4,6,1,5,4,4,2016,Not Religious,NA
NA,26,3,1,2,1,1,3,4,4,1,2,2,2016,Other Christian,RF
1,34,3,2,1,2,1,3,6,4,4,4,4,2016,Mainline,Donald Trump
1,25,2,1,1,2,1,3,4,4,2,5,5,2016,Not Religious,Hilary Clinton
NA,39,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Other Christian,NA
NA,NA,2,1,2,2,1,2,4,4,4,4,4,2016,Not Religious,NA
4,6,3,2,1,2,2,5,7,1,6,3,2,2016,Other Religion,Hilary Clinton
NA,NA,3,2,2,2,2,3,6,1,2,4,5,2016,Not Religious,NA
NA,26,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Other Christian,NA
NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Other Christian,NA
NA,17,3,2,2,2,1,4,6,1,2,4,5,2016,Catholic,Donald Trump
NA,27,3,2,2,1,1,3,4,4,6,5,4,2016,Catholic,NA
NA,55,4,2,2,1,2,5,4,4,2,4,4,2016,Catholic,Gary Johnson
NA,27,4,2,2,1,2,3,4,4,4,3,2,2016,Not Religious,Donald Trump
1,22,3,1,1,2,1,4,4,4,1,4,4,2016,Not Religious,Hilary Clinton
4,4,4,2,2,2,2,5,4,2,6,5,5,2016,Other Christian,Donald Trump
NA,17,3,1,1,2,1,5,7,4,4,5,5,2016,Catholic,Hilary Clinton
NA,26,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Not Religious,NA
NA,NA,3,1,1,1,1,3,5,6,4,4,3,2016,Catholic,NA
NA,39,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Mainline,NA
1,42,3,2,2,1,2,5,4,4,1,4,4,2016,Evangelical,Hilary Clinton
NA,26,2,2,2,2,1,2,7,1,4,4,4,2016,Catholic,NA
1,42,3,2,2,2,1,3,4,4,4,4,4,2016,Mainline,Hilary Clinton
2,NA,3,2,2,1,2,4,6,4,3,4,4,2016,Catholic,Hilary Clinton
2,37,1,1,2,2,2,3,4,4,1,5,5,2016,Mainline,Hilary Clinton
2,41,3,1,1,1,1,3,6,2,6,3,4,2016,Other Religion,Donald Trump
1,34,2,1,1,2,1,2,6,4,1,5,2,2016,Not Religious,NA
1,19,2,2,2,2,1,2,4,4,2,NA,5,2016,Catholic,Hilary Clinton
1,34,3,2,2,1,2,2,7,4,1,5,4,2016,Black Protestant,Hilary Clinton
NA,29,3,2,2,1,2,3,4,2,2,5,4,2016,Catholic,Hilary Clinton
NA,53,2,2,1,2,1,3,6,4,6,4,2,2016,Not Religious,Donald Trump
NA,47,4,2,2,1,2,3,4,4,4,4,4,2016,Other Christian,NA
2,12,4,1,1,2,1,3,7,1,6,4,4,2016,Mainline,Donald Trump
1,6,3,1,1,1,1,5,5,4,2,4,5,2016,Not Religious,Hilary Clinton
NA,NA,2,2,2,1,1,1,7,1,1,4,4,2016,Catholic,NA
4,36,1,2,2,1,1,5,7,1,4,5,4,2016,Catholic,Hilary Clinton
NA,29,3,2,2,1,1,2,5,1,4,2,2,2016,Evangelical,Donald Trump
NA,51,2,2,1,2,1,2,6,4,4,4,2,2016,Evangelical,Donald Trump
1,16,4,2,2,2,1,4,5,4,4,4,4,2016,Mainline,Gary Johnson
NA,39,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Not Religious,NA
2,37,3,1,1,1,1,2,6,2,1,3,3,2016,Evangelical,Donald Trump
2,37,3,2,2,1,2,1,6,1,5,3,4,2016,Evangelical,NA
NA,13,3,2,2,1,1,2,6,1,7,2,2,2016,Not Religious,Donald Trump
NA,48,3,2,2,1,2,2,7,1,1,4,5,2016,Catholic,NA
1,41,3,2,2,1,1,3,6,4,2,4,4,2016,Not Religious,Hilary Clinton
1,4,2,2,1,2,1,5,6,4,1,4,4,2016,Other Christian,Hilary Clinton
NA,NA,3,2,2,1,2,4,6,4,2,5,4,2016,Catholic,NA
1,NA,3,2,2,2,2,3,4,4,5,3,3,2016,Other Religion,NA
4,4,3,2,2,1,1,4,4,4,4,4,4,2016,Other Christian,Hilary Clinton
4,6,4,2,2,1,2,3,7,4,NA,NA,1,2016,Catholic,Donald Trump
4,9,2,1,1,2,1,5,4,4,1,5,5,2016,Mainline,Hilary Clinton
NA,NA,2,2,1,2,1,5,4,4,4,2,3,2016,Not Religious,NA
NA,18,4,2,2,2,1,2,6,4,4,4,4,2016,Mainline,Donald Trump
1,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Not Religious,NA
NA,55,3,2,2,2,1,5,4,4,2,5,4,2016,Mainline,Hilary Clinton
1,37,3,2,1,2,1,5,6,4,1,4,5,2016,Black Protestant,Hilary Clinton
4,12,3,2,2,1,2,3,5,1,2,5,4,2016,Not Religious,NA
4,36,3,1,1,2,1,4,6,4,2,4,5,2016,Jewish,Hilary Clinton
NA,NA,3,2,2,1,2,3,6,4,4,4,3,2016,Evangelical,NA
4,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Catholic,NA
1,19,4,1,1,1,1,3,7,2,1,5,4,2016,Other Christian,NA
NA,51,4,2,1,2,1,3,4,4,4,4,4,2016,Mainline,Donald Trump
NA,47,3,2,2,1,1,3,7,1,1,5,2,2016,Evangelical,Donald Trump
NA,47,2,1,2,2,1,3,6,4,2,4,4,2016,Other Christian,Donald Trump
NA,48,3,2,2,1,2,5,1,2,1,3,5,2016,Mainline,NA
1,21,3,2,2,2,1,4,6,4,2,3,3,2016,Mainline,Hilary Clinton
NA,47,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Catholic,NA
NA,NA,3,1,1,2,1,3,5,4,4,4,4,2016,Evangelical,NA
NA,53,2,2,2,2,1,3,4,4,2,5,5,2016,Not Religious,Hilary Clinton
1,4,3,2,2,2,1,2,6,2,4,4,5,2016,Not Religious,Hilary Clinton
NA,48,4,1,1,1,1,4,6,2,4,NA,NA,2016,Evangelical,Jill Stein
NA,18,3,2,2,2,1,1,4,4,4,4,4,2016,Evangelical,Donald Trump
NA,NA,5,2,1,2,2,3,5,4,4,1,1,2016,Not Religious,NA
4,46,4,2,1,1,2,3,6,1,2,4,4,2016,Other Religion,Other
NA,26,3,1,1,2,1,3,7,1,4,5,3,2016,Mainline,NA
NA,39,2,2,2,1,2,3,4,4,2,5,5,2016,Not Religious,Hilary Clinton
1,42,5,1,2,2,1,2,7,1,1,5,5,2016,Other Christian,Hilary Clinton
1,37,4,2,1,2,1,3,6,4,4,4,5,2016,Catholic,Hilary Clinton
NA,47,1,2,1,2,1,3,4,4,1,4,5,2016,Not Religious,Hilary Clinton
NA,48,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Evangelical,NA
1,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Catholic,NA
4,25,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Not Religious,NA
2,40,4,2,2,2,2,3,4,4,4,4,4,2016,Not Religious,NA
NA,NA,3,2,2,1,1,3,7,4,6,3,3,2016,Catholic,NA
NA,51,3,2,2,1,1,3,4,4,4,5,5,2016,Catholic,Hilary Clinton
1,37,3,2,1,2,1,3,4,4,4,4,4,2016,Catholic,Donald Trump
NA,13,3,2,2,1,1,3,6,4,6,4,3,2016,Evangelical,Donald Trump
1,9,2,1,1,2,1,4,7,3,2,5,5,2016,Not Religious,Hilary Clinton
1,6,3,2,2,1,2,2,4,4,4,5,3,2016,Evangelical,Hilary Clinton
5,34,3,2,2,2,1,4,6,4,1,5,5,2016,Not Religious,Hilary Clinton
1,42,4,2,2,2,2,3,4,4,2,5,5,2016,Mainline,Hilary Clinton
NA,NA,3,2,2,1,1,5,7,4,4,3,3,2016,Mainline,NA
2,6,3,2,2,1,2,3,4,4,4,5,4,2016,Other Christian,Donald Trump
2,36,3,1,2,2,2,3,5,6,7,3,3,2016,Catholic,RF
NA,13,4,2,2,1,2,2,6,5,1,4,4,2016,Other Christian,NA
NA,17,3,2,1,2,1,3,6,4,1,5,5,2016,Other Christian,NA
1,8,1,2,1,2,1,5,4,4,4,4,4,2016,Catholic,Hilary Clinton
NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Mainline,NA
NA,NA,3,1,1,2,1,3,4,4,4,3,3,2016,Mainline,Hilary Clinton
2,20,2,2,2,2,1,2,7,7,4,4,3,2016,Other Christian,Donald Trump
NA,29,1,2,2,1,1,2,7,4,4,5,5,2016,Not Religious,NA
2,42,2,2,2,2,1,2,7,4,5,5,4,2016,Catholic,Donald Trump
4,36,3,2,1,2,1,2,4,4,4,4,4,2016,Not Religious,NA
1,10,2,1,2,2,1,5,5,2,4,4,4,2016,Other Christian,Hilary Clinton
NA,13,2,1,2,1,2,4,7,2,4,4,5,2016,Other Christian,Gary Johnson
2,24,2,2,2,1,1,3,7,1,6,2,1,2016,Evangelical,Donald Trump
4,6,4,2,2,1,1,2,7,1,4,3,2,2016,Catholic,Hilary Clinton
2,37,3,2,2,2,1,5,6,1,1,4,4,2016,Other Religion,Donald Trump
1,21,5,2,2,2,1,5,5,5,2,5,4,2016,Other Christian,Gary Johnson
1,6,2,1,1,2,1,3,4,4,1,4,5,2016,Other Religion,Hilary Clinton
NA,18,4,1,1,2,1,5,4,4,2,5,5,2016,Other Christian,Hilary Clinton
NA,NA,3,2,2,2,1,3,6,3,4,5,4,2016,Not Religious,NA
NA,48,2,1,1,2,1,2,6,3,6,4,4,2016,Other Christian,NA
NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Catholic,NA
4,36,2,1,1,2,1,3,4,1,2,3,3,2016,Catholic,NA
2,21,3,2,1,1,1,2,5,4,4,4,3,2016,Evangelical,Donald Trump
NA,29,3,2,2,1,2,2,5,2,4,3,3,2016,Mainline,Hilary Clinton
2,6,2,1,1,2,1,2,6,6,1,5,5,2016,Jewish,Hilary Clinton
2,23,3,1,1,2,1,1,5,3,4,4,4,2016,Other Christian,Donald Trump
1,5,3,1,1,2,1,5,7,2,2,5,4,2016,Not Religious,Hilary Clinton
NA,13,4,1,2,2,1,4,6,4,1,4,4,2016,Catholic,Hilary Clinton
2,6,1,2,2,2,1,1,4,4,4,1,2,2016,Other Christian,Donald Trump
1,NA,5,2,2,1,1,1,4,4,4,2,3,2016,Not Religious,NA
NA,NA,4,2,2,2,1,2,4,4,4,4,4,2016,Not Religious,NA
NA,17,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Not Religious,NA
4,25,3,2,1,2,1,3,4,4,2,4,4,2016,Not Religious,Hilary Clinton
NA,NA,4,1,1,1,1,5,4,4,2,4,4,2016,Not Religious,NA
NA,NA,4,2,1,1,1,5,7,1,4,4,4,2016,Other Christian,Gary Johnson
NA,53,4,2,1,1,1,5,4,4,4,4,4,2016,Other Christian,Donald Trump
NA,NA,3,2,1,NA,2,3,4,4,4,3,3,2016,Not Religious,NA
4,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Mainline,NA
2,21,3,2,2,1,1,3,6,4,4,4,4,2016,Black Protestant,NA
NA,48,2,2,1,2,1,5,4,4,6,4,4,2016,Other Christian,NA
NA,39,3,2,1,1,1,3,7,2,1,4,5,2016,Evangelical,Hilary Clinton
4,37,3,2,1,2,1,1,4,4,6,4,5,2016,Not Religious,NA
NA,NA,3,1,1,2,1,1,4,4,4,5,5,2016,Jewish,NA
2,4,3,2,2,2,2,3,5,2,4,4,4,2016,Mainline,Donald Trump
1,42,2,2,2,1,1,4,4,4,4,4,4,2016,Catholic,Hilary Clinton
NA,17,3,1,1,1,2,2,6,1,1,4,4,2016,Not Religious,NA
NA,26,4,2,2,2,1,5,7,1,2,2,2,2016,Other Religion,NA
2,42,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Mainline,NA
1,6,5,1,1,2,2,4,4,4,1,4,5,2016,Not Religious,Hilary Clinton
4,34,2,1,1,2,1,4,4,4,3,5,4,2016,Mainline,Hilary Clinton
NA,26,2,2,2,1,2,3,5,4,4,4,4,2016,Evangelical,Hilary Clinton
1,4,5,2,1,1,1,3,4,4,4,2,4,2016,Not Religious,NA
NA,48,5,2,2,1,1,3,7,4,2,4,4,2016,Not Religious,Hilary Clinton
NA,NA,2,2,2,1,1,3,6,4,2,5,2,2016,Evangelical,NA
NA,NA,3,2,2,1,1,1,6,4,5,3,3,2016,Other Christian,Donald Trump
NA,48,4,2,2,1,1,4,7,1,1,2,1,2016,Evangelical,Donald Trump
1,21,2,2,1,2,1,4,5,4,4,4,4,2016,Mainline,Hilary Clinton
NA,26,2,1,1,2,1,5,4,4,2,5,5,2016,Mainline,Hilary Clinton
4,5,3,2,2,2,1,2,4,4,4,3,4,2016,Catholic,Donald Trump
NA,51,4,2,2,1,1,3,6,2,4,3,3,2016,Other Christian,Donald Trump
NA,50,2,1,1,2,1,3,4,4,1,5,5,2016,Jewish,Hilary Clinton
1,6,3,1,1,2,1,4,6,4,1,4,4,2016,Not Religious,Hilary Clinton
NA,27,3,1,1,2,1,3,4,4,1,5,3,2016,Evangelical,Other
NA,1,3,2,1,1,1,2,4,4,4,5,5,2016,Evangelical,Hilary Clinton
NA,NA,2,2,1,2,2,1,6,6,7,1,2,2016,Evangelical,NA
1,24,3,2,2,1,1,2,6,4,1,4,3,2016,Not Religious,Donald Trump
1,6,1,2,2,2,1,3,6,4,1,4,5,2016,Catholic,Hilary Clinton
1,6,2,1,2,2,1,3,7,1,1,5,5,2016,Other Christian,NA
NA,NA,2,2,1,2,1,4,4,4,1,4,5,2016,Not Religious,NA
4,24,3,2,2,2,2,3,4,4,4,5,5,2016,Not Religious,NA
NA,NA,4,2,2,1,1,1,6,2,1,5,5,2016,Not Religious,NA
NA,55,4,1,2,2,2,1,4,4,4,5,4,2016,Other Christian,Donald Trump
1,21,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Evangelical,NA
2,37,5,2,2,1,1,2,4,4,2,2,1,2016,Mainline,Donald Trump
NA,NA,2,2,2,2,1,5,5,2,4,3,4,2016,Catholic,NA
2,31,3,2,2,1,1,4,6,2,2,4,4,2016,Not Religious,Hilary Clinton
NA,13,5,2,2,1,2,2,4,4,1,5,4,2016,Evangelical,NA
2,31,3,2,2,1,1,3,4,4,3,4,4,2016,Evangelical,Hilary Clinton
1,36,1,1,2,1,1,5,1,4,4,1,1,2016,Catholic,Hilary Clinton
NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Catholic,NA
NA,45,3,2,2,1,1,4,4,4,4,4,4,2016,Catholic,Hilary Clinton
1,42,3,2,1,2,1,2,4,4,4,4,4,2016,NA,Donald Trump
1,5,3,2,2,1,2,2,6,2,1,4,5,2016,Black Protestant,NA
NA,29,3,2,2,1,1,2,4,4,2,3,4,2016,Other Christian,Donald Trump
2,12,3,2,2,1,2,3,6,2,2,5,5,2016,Other Christian,NA
2,24,4,2,2,1,2,3,6,1,2,4,4,2016,Evangelical,Donald Trump
NA,39,4,2,2,2,1,2,4,4,2,4,4,2016,Catholic,Donald Trump
2,8,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Not Religious,NA
NA,NA,3,2,2,1,1,3,7,4,2,3,5,2016,Other Religion,NA
1,36,3,1,1,2,1,5,4,4,1,5,4,2016,Not Religious,Hilary Clinton
4,44,3,2,2,1,2,2,2,4,4,3,2,2016,Not Religious,NA
5,36,3,2,1,2,1,1,6,4,4,4,4,2016,Catholic,Donald Trump
1,36,3,2,2,1,1,4,6,1,4,4,4,2016,Catholic,Hilary Clinton
2,34,3,2,2,1,2,3,2,4,7,4,4,2016,Mainline,Donald Trump
2,24,3,1,1,2,1,5,4,4,4,4,4,2016,Mainline,Donald Trump
4,4,3,2,1,2,1,5,4,4,2,5,5,2016,Not Religious,Other
NA,29,2,2,2,1,2,3,5,1,5,3,2,2016,Catholic,Donald Trump
2,41,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Not Religious,NA
4,NA,3,2,1,2,1,3,4,4,1,5,2,2016,Other Religion,NA
NA,13,5,1,2,2,1,3,7,4,4,4,4,2016,Other Christian,NA
NA,13,1,1,1,2,1,5,4,4,1,5,5,2016,Not Religious,Hilary Clinton
NA,NA,2,2,1,1,2,4,4,4,4,2,2,2016,Mainline,Hilary Clinton
NA,51,2,2,2,1,1,2,7,1,6,4,4,2016,Evangelical,Donald Trump
2,12,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Evangelical,NA
NA,26,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Other Christian,NA
NA,18,3,1,1,2,1,3,5,4,5,4,4,2016,Not Religious,NA
1,12,2,2,2,1,1,2,4,4,2,3,4,2016,Other Christian,Hilary Clinton
NA,15,3,2,2,1,2,1,4,4,4,4,4,2016,Not Religious,NA
4,49,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Not Religious,NA
1,6,3,1,1,2,1,3,5,4,5,2,3,2016,Catholic,NA
NA,55,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Not Religious,NA
NA,17,3,2,1,1,1,2,4,1,2,1,1,2016,Evangelical,Hilary Clinton
NA,18,2,1,1,2,1,5,7,4,2,5,5,2016,Not Religious,Other
NA,17,5,2,2,2,1,2,5,1,7,1,1,2016,Catholic,NA
NA,51,2,1,2,2,2,1,6,4,6,2,4,2016,Other Christian,NA
1,12,2,1,1,2,1,3,6,1,2,4,5,2016,Other Religion,Hilary Clinton
4,12,2,2,2,2,1,4,6,2,4,4,4,2016,Catholic,Hilary Clinton
1,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Not Religious,NA
NA,NA,3,2,2,1,2,3,4,4,2,4,5,2016,Not Religious,NA
NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Other Religion,NA
NA,13,3,2,2,1,1,2,6,2,6,3,2,2016,Other Christian,Donald Trump
NA,NA,2,2,2,1,2,1,6,1,4,3,3,2016,Evangelical,NA
NA,NA,2,2,2,2,2,3,5,2,4,4,4,2016,Other Religion,NA
1,25,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Not Religious,NA
NA,48,2,2,2,2,2,2,1,4,4,3,2,2016,Mainline,NA
4,NA,3,2,1,2,1,5,6,3,2,4,4,2016,Other Christian,Hilary Clinton
NA,48,4,2,2,1,1,3,7,1,7,2,2,2016,Other Christian,Donald Trump
NA,53,3,2,2,2,1,5,5,2,2,4,4,2016,Catholic,NA
1,20,3,1,2,2,1,5,6,4,1,4,5,2016,Catholic,NA
NA,39,3,1,1,2,1,5,4,4,4,4,4,2016,Not Religious,Hilary Clinton
1,4,2,2,2,2,2,2,4,4,2,5,3,2016,Catholic,NA
4,49,4,1,1,2,1,5,4,4,2,4,4,2016,Other Religion,Other
NA,39,2,2,1,2,1,5,6,2,5,4,4,2016,Catholic,Donald Trump
NA,17,3,1,1,2,1,4,5,4,2,5,5,2016,Other Christian,Hilary Clinton
NA,29,3,1,1,2,1,5,4,4,1,5,5,2016,Catholic,Hilary Clinton
2,NA,3,1,2,1,1,2,4,4,2,3,3,2016,Not Religious,NA
2,36,3,2,2,1,2,1,4,4,4,5,4,2016,Mainline,Donald Trump
1,NA,4,2,2,1,1,3,7,1,1,5,3,2016,Mainline,NA
NA,NA,3,2,2,2,1,3,6,1,4,3,3,2016,Catholic,NA
NA,55,3,2,2,1,2,3,7,4,7,4,2,2016,Catholic,Donald Trump
NA,48,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Not Religious,NA
1,6,3,2,1,2,1,5,4,4,1,4,4,2016,Not Religious,NA
NA,53,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Catholic,NA
NA,NA,5,2,2,1,2,3,7,1,4,3,3,2016,Other Christian,NA
NA,NA,3,2,2,1,2,5,4,1,4,2,3,2016,Other Christian,NA
4,33,3,2,2,1,1,2,4,4,1,4,4,2016,Other Christian,Hilary Clinton
NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Evangelical,NA
2,6,3,2,1,2,1,5,6,2,4,4,4,2016,Mainline,Donald Trump
2,42,1,2,2,2,1,5,6,3,4,4,4,2016,Evangelical,Hilary Clinton
4,36,3,2,1,2,1,3,6,4,4,4,4,2016,Catholic,Donald Trump
2,6,3,2,2,1,1,2,6,2,6,2,2,2016,Evangelical,Donald Trump
1,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Catholic,NA
NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Mainline,NA
1,25,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Mainline,NA
1,54,4,2,2,1,1,3,4,1,7,3,3,2016,Other Christian,NA
2,42,3,1,2,2,1,4,7,1,7,2,2,2016,Mainline,Donald Trump
NA,13,2,2,1,1,2,3,4,4,7,2,3,2016,Catholic,Donald Trump
NA,39,3,1,2,1,1,3,6,4,4,2,3,2016,Other Christian,Hilary Clinton
NA,48,4,1,2,2,1,3,6,4,4,4,4,2016,Mainline,Donald Trump
NA,47,3,2,2,1,2,4,6,4,4,3,3,2016,Evangelical,Donald Trump
1,40,4,2,2,1,1,4,7,4,4,4,4,2016,Other Christian,Gary Johnson
NA,17,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,Not Religious,NA
